od,hora_do_dia,n_viagens_validacao_hora,n_viagens_sintetico_hora,validacao_pct,sintetico_pct,validacao_pct_por_od,sintetico_pct_por_od,similaridade_hora_dot
penn station/madison sq west-murray hill,19,164,320,0.008228610880029864,0.007403070099439425,5.253042921204356,4.962779156327544,0.05202299418359738
penn station/madison sq west-murray hill,20,154,312,0.007726866314174385,0.007217993346953441,4.932735426008969,4.838709677419355,0.05202299418359738
penn station/madison sq west-murray hill,21,156,315,0.007827215227345481,0.007287397129135685,4.996796925048046,4.885235732009926,0.05202299418359738
penn station/madison sq west-murray hill,22,102,331,0.005117794571725891,0.007657550634107656,3.267136450992953,5.133374689826303,0.05202299418359738
penn station/madison sq west-murray hill,23,105,224,0.005268317941482535,0.005182149069607598,3.3632286995515694,3.4739454094292808,0.05202299418359738
lenox hill east-upper east side south,0,12,23,0.0006020934790265754,0.0005320956633972087,0.384985563041386,0.34155034155034153,0.06667690017064413
lenox hill east-upper east side south,1,6,10,0.0003010467395132877,0.00023134594060748203,0.192492781520693,0.1485001485001485,0.06667690017064413
lenox hill east-upper east side south,2,5,5,0.0002508722829277398,0.00011567297030374101,0.16041065126724416,0.07425007425007425,0.06667690017064413
lenox hill east-upper east side south,3,8,5,0.0004013956526843836,0.00011567297030374101,0.25665704202759065,0.07425007425007425,0.06667690017064413
lenox hill east-upper east side south,4,1,6,5.017445658554795e-05,0.00013880756436448924,0.03208213025344883,0.0891000891000891,0.06667690017064413
lenox hill east-upper east side south,5,5,24,0.0002508722829277398,0.000555230257457957,0.16041065126724416,0.3564003564003564,0.06667690017064413
lenox hill east-upper east side south,6,23,59,0.0011540125014676027,0.0013649410495841442,0.7378889958293231,0.8761508761508762,0.06667690017064413
lenox hill east-upper east side south,7,95,242,0.004766573375627055,0.005598571762701066,3.047802374077639,3.5937035937035935,0.06667690017064413
lenox hill east-upper east side south,8,183,365,0.009181925555155275,0.008444126832173096,5.871029836381136,5.42025542025542,0.06667690017064413
lenox hill east-upper east side south,9,217,419,0.010887857079063906,0.009693394911453497,6.961822264998396,6.222156222156222,0.06667690017064413
lenox hill east-upper east side south,10,244,476,0.0122425674068737,0.011012066772916145,7.828039781841515,7.0686070686070686,0.06667690017064413
lenox hill east-upper east side south,11,243,562,0.012192392950288152,0.013001641862140492,7.795957651588066,8.345708345708346,0.06667690017064413
lenox hill east-upper east side south,12,255,594,0.012794486429314729,0.013741948872084435,8.180943214629451,8.820908820908821,0.06667690017064413
lenox hill east-upper east side south,13,267,499,0.013396579908341302,0.011544162436313355,8.565928777670837,7.41015741015741,0.06667690017064413
lenox hill east-upper east side south,14,228,527,0.011439776101504933,0.012191931070014305,7.314725697786333,7.8259578259578255,0.06667690017064413
lenox hill east-upper east side south,15,261,494,0.013095533168828015,0.011428489466009613,8.373435996150144,7.335907335907336,0.06667690017064413
lenox hill east-upper east side south,16,231,507,0.011590299471261577,0.01172923918879934,7.41097208854668,7.5289575289575295,0.06667690017064413
lenox hill east-upper east side south,17,228,528,0.011439776101504933,0.012215065664075053,7.314725697786333,7.840807840807841,0.06667690017064413
lenox hill east-upper east side south,18,212,485,0.010636984796136166,0.011220278119462879,6.801411613731152,7.2022572022572025,0.06667690017064413
lenox hill east-upper east side south,19,149,319,0.007475994031246645,0.007379935505378678,4.780237407763876,4.737154737154737,0.06667690017064413
lenox hill east-upper east side south,20,95,232,0.004766573375627055,0.005367225822093583,3.047802374077639,3.445203445203445,0.06667690017064413
lenox hill east-upper east side south,21,75,179,0.0037630842439160964,0.004141092336873929,2.4061597690086622,2.658152658152658,0.06667690017064413
lenox hill east-upper east side south,22,52,110,0.0026090717424484934,0.0025448053466823025,1.6682707731793391,1.6335016335016335,0.06667690017064413
lenox hill east-upper east side south,23,22,64,0.0011038380448820549,0.001480614019887885,0.7058068655758742,0.9504009504009503,0.06667690017064413
upper east side south-midtown north,0,21,43,0.001053663588296507,0.0009947875446121729,0.6809338521400778,0.6204010965228682,0.061303181012915715
upper east side south-midtown north,1,15,8,0.0007526168487832193,0.00018507675248598563,0.48638132295719844,0.11542345981820805,0.061303181012915715
upper east side south-midtown north,2,4,5,0.0002006978263421918,0.00011567297030374101,0.12970168612191957,0.07213966238638003,0.061303181012915715
upper east side south-midtown north,3,5,4,0.0002508722829277398,9.253837624299282e-05,0.1621271076523995,0.057711729909104025,0.061303181012915715
upper east side south-midtown north,4,4,7,0.0002006978263421918,0.00016194215842523744,0.12970168612191957,0.10099552734093205,0.061303181012915715
upper east side south-midtown north,5,5,20,0.0002508722829277398,0.00046269188121496406,0.1621271076523995,0.28855864954552013,0.061303181012915715
upper east side south-midtown north,6,13,51,0.0006522679356121234,0.0011798642970981584,0.42153047989623865,0.7358245563410764,0.061303181012915715
upper east side south-midtown north,7,136,233,0.006823726095634522,0.005390360416154332,4.409857328145266,3.361708267205309,0.061303181012915715
upper east side south-midtown north,8,175,365,0.008780529902470892,0.008444126832173096,5.674448767833982,5.266195354205743,0.061303181012915715
upper east side south-midtown north,9,169,382,0.008479483162957603,0.008837414931205814,5.4798962386511025,5.5114702063194345,0.061303181012915715
upper east side south-midtown north,10,175,398,0.008780529902470892,0.009207568436177786,5.674448767833982,5.742317125955851,0.061303181012915715
upper east side south-midtown north,11,202,476,0.010135240230280685,0.011012066772916145,6.54993514915694,6.867695859183379,0.061303181012915715
upper east side south-midtown north,12,207,502,0.010386112513208427,0.011613566218495599,6.712062256809339,7.242822103592555,0.061303181012915715
upper east side south-midtown north,13,218,494,0.010938031535649453,0.011428489466009613,7.068741893644617,7.127398643774348,0.061303181012915715
upper east side south-midtown north,14,234,584,0.01174082284101822,0.013510602931476951,7.587548638132295,8.425912566729188,0.061303181012915715
upper east side south-midtown north,15,238,494,0.011941520667360412,0.011428489466009613,7.717250324254215,7.127398643774348,0.061303181012915715
upper east side south-midtown north,16,193,506,0.009683670121010755,0.011706104594738592,6.25810635538262,7.3005338335016585,0.061303181012915715
upper east side south-midtown north,17,251,492,0.012593788602972535,0.011382220277888117,8.138780804150453,7.0985427788197955,0.061303181012915715
upper east side south-midtown north,18,227,535,0.011389601644919384,0.01237700782250029,7.360570687418937,7.718943875342664,0.061303181012915715
upper east side south-midtown north,19,176,378,0.008830704359056439,0.008744876554962821,5.706874189364462,5.45375847641033,0.061303181012915715
upper east side south-midtown north,20,117,330,0.00587041142050911,0.007634416040046908,3.7937743190661477,4.761217717501083,0.061303181012915715
upper east side south-midtown north,21,138,288,0.006924075008805617,0.0066627630894954834,4.474708171206226,4.15524455345549,0.061303181012915715
upper east side south-midtown north,22,96,240,0.004816747832212603,0.005552302574579569,3.11284046692607,3.4627037945462416,0.061303181012915715
upper east side south-midtown north,23,65,96,0.0032613396780606166,0.002220921029831828,2.1076523994811933,1.3850815178184965,0.061303181012915715
midtown center-lenox hill west,0,32,100,0.0016055826107375345,0.0023134594060748204,1.0447273914462945,1.4566642388929352,0.07023765788554462
midtown center-lenox hill west,1,18,23,0.000903140218539863,0.0005320956633972087,0.5876591576885406,0.3350327749453751,0.07023765788554462
midtown center-lenox hill west,2,1,8,5.017445658554795e-05,0.00018507675248598563,0.0326477309826967,0.11653313911143481,0.07023765788554462
midtown center-lenox hill west,3,2,7,0.0001003489131710959,0.00016194215842523744,0.0652954619653934,0.10196649672250546,0.07023765788554462
midtown center-lenox hill west,4,0,5,0.0,0.00011567297030374101,0.0,0.07283321194464676,0.07023765788554462
midtown center-lenox hill west,5,2,8,0.0001003489131710959,0.00018507675248598563,0.0652954619653934,0.11653313911143481,0.07023765788554462
midtown center-lenox hill west,6,19,26,0.000953314675125411,0.0006014994455794533,0.6203068886712374,0.37873270211216314,0.07023765788554462
midtown center-lenox hill west,7,28,50,0.0014048847843953426,0.0011567297030374102,0.9141364675155077,0.7283321194464676,0.07023765788554462
midtown center-lenox hill west,8,49,113,0.0024585483726918497,0.0026142091288645472,1.5997388181521384,1.6460305899490169,0.07023765788554462
midtown center-lenox hill west,9,54,157,0.002709420655619589,0.003632131267537468,1.762977473065622,2.2869628550619083,0.07023765788554462
midtown center-lenox hill west,10,83,205,0.004164479896600479,0.0047425917824533825,2.709761671563826,2.986161689730517,0.07023765788554462
midtown center-lenox hill west,11,93,238,0.00466622446245596,0.005506033386458073,3.0362389813907935,3.4668608885651855,0.07023765788554462
midtown center-lenox hill west,12,135,318,0.0067735516390489735,0.00735680091131793,4.407443682664055,4.632192279679534,0.07023765788554462
midtown center-lenox hill west,13,186,329,0.00933244892491192,0.00761128144598616,6.072477962781587,4.792425345957757,0.07023765788554462
midtown center-lenox hill west,14,175,375,0.008780529902470892,0.008675472772780577,5.713352921971923,5.462490895848507,0.07023765788554462
midtown center-lenox hill west,15,204,399,0.010235589143451782,0.009230703030238534,6.660137120470128,5.812090313182812,0.07023765788554462
midtown center-lenox hill west,16,221,441,0.011088554905406098,0.01020235598078996,7.215148547175971,6.423889293517844,0.07023765788554462
midtown center-lenox hill west,17,256,630,0.012844660885900276,0.01457479425827137,8.357819131570356,9.176984705025491,0.07023765788554462
midtown center-lenox hill west,18,294,687,0.014751290236151099,0.015893466119734016,9.59843290891283,10.007283321194464,0.07023765788554462
midtown center-lenox hill west,19,316,597,0.01585512828103315,0.01381135265426668,10.316682990532158,8.696285506190824,0.07023765788554462
midtown center-lenox hill west,20,265,625,0.013296230995170206,0.014459121287967627,8.651648710414626,9.104151493080845,0.07023765788554462
midtown center-lenox hill west,21,278,625,0.01394849893078233,0.014459121287967627,9.076069213189683,9.104151493080845,0.07023765788554462
midtown center-lenox hill west,22,239,609,0.011991695123945961,0.014088967782995657,7.802807704864511,8.871085214857976,0.07023765788554462
midtown center-lenox hill west,23,113,290,0.005669713594166919,0.006709032277616979,3.6891936010447277,4.224326292789512,0.07023765788554462
midtown center-murray hill,0,31,66,0.0015554081541519864,0.0015268832080093816,1.0130718954248366,0.9618187117458467,0.06410110240540402
midtown center-murray hill,1,12,26,0.0006020934790265754,0.0006014994455794533,0.39215686274509803,0.3788982803847275,0.06410110240540402
midtown center-murray hill,2,9,9,0.0004515701092699315,0.00020821134654673386,0.29411764705882354,0.1311570970562518,0.06410110240540402
midtown center-murray hill,3,2,6,0.0001003489131710959,0.00013880756436448924,0.065359477124183,0.08743806470416789,0.06410110240540402
midtown center-murray hill,4,1,4,5.017445658554795e-05,9.253837624299282e-05,0.0326797385620915,0.05829204313611192,0.06410110240540402
midtown center-murray hill,5,4,11,0.0002006978263421918,0.0002544805346682303,0.130718954248366,0.1603031186243078,0.06410110240540402
midtown center-murray hill,6,9,34,0.0004515701092699315,0.000786576198065439,0.29411764705882354,0.4954823666569514,0.06410110240540402
midtown center-murray hill,7,35,112,0.001756105980494178,0.002591074534803799,1.1437908496732025,1.6321772078111338,0.06410110240540402
midtown center-murray hill,8,65,177,0.0032613396780606166,0.004094823148752432,2.1241830065359477,2.5794229087729525,0.06410110240540402
midtown center-murray hill,9,90,191,0.004515701092699316,0.004418707465602907,2.941176470588235,2.7834450597493445,0.06410110240540402
midtown center-murray hill,10,120,268,0.006020934790265754,0.006200071208280518,3.9215686274509802,3.905566890119499,0.06410110240540402
midtown center-murray hill,11,164,317,0.008228610880029864,0.0073336663172571806,5.359477124183006,4.619644418536869,0.06410110240540402
midtown center-murray hill,12,172,333,0.008630006532714247,0.007703819822229152,5.620915032679739,4.852812591081317,0.06410110240540402
midtown center-murray hill,13,198,377,0.009934542403938493,0.008721741960902073,6.470588235294119,5.4940250655785485,0.06410110240540402
